x,f(x),f'(x)
4.1,0.983698,0.0160367
4.11,0.983857,0.0158822
4.12,0.984015,0.0157293
4.13,0.984172,0.0155777
4.14,0.984327,0.0154276
4.15,0.98448,0.0152788
4.16,0.984632,0.0151315
4.17,0.984783,0.0149855
4.18,0.984932,0.0148409
4.19,0.98508,0.0146976
4.2,0.985226,0.0145557
4.21,0.985371,0.0144151
4.22,0.985514,0.0142758
4.23,0.985656,0.0141378
4.24,0.985797,0.0140012
4.25,0.985936,0.0138658
4.26,0.986074,0.0137317
4.27,0.986211,0.0135988
4.28,0.986346,0.0134672
4.29,0.98648,0.0133368
4.3,0.986613,0.0132076
4.31,0.986745,0.0130797
4.32,0.986875,0.012953
4.33,0.987004,0.0128274
4.34,0.987131,0.0127031
4.35,0.987258,0.0125799
4.36,0.987383,0.0124579
4.37,0.987507,0.012337
4.38,0.98763,0.0122173
4.39,0.987751,0.0120987
4.4,0.987872,0.0119813
4.41,0.987991,0.0118649
4.42,0.988109,0.0117497
4.43,0.988226,0.0116355
4.44,0.988342,0.0115224
4.45,0.988456,0.0114104
4.46,0.98857,0.0112995
4.47,0.988682,0.0111896
4.48,0.988794,0.0110808
4.49,0.988904,0.010973
4.5,0.989013,0.0108662
4.51,0.989121,0.0107604
4.52,0.989228,0.0106556
4.53,0.989334,0.0105519
4.54,0.989439,0.0104491
4.55,0.989543,0.0103473
4.56,0.989646,0.0102465
4.57,0.989748,0.0101466
4.58,0.989849,0.0100477
4.59,0.989949,0.00994975
4.6,0.990048,0.00985272
4.61,0.990146,0.00975661
4.62,0.990243,0.00966143
4.63,0.990339,0.00956715
4.64,0.990435,0.00947378
4.65,0.990529,0.0093813
4.66,0.990622,0.0092897
4.67,0.990715,0.00919898
4.68,0.990806,0.00910914
4.69,0.990897,0.00902015
4.7,0.990987,0.00893202
4.71,0.991076,0.00884473
4.72,0.991164,0.00875828
4.73,0.991251,0.00867265
4.74,0.991337,0.00858785
4.75,0.991423,0.00850387
4.76,0.991507,0.00842069
4.77,0.991591,0.00833831
4.78,0.991674,0.00825673
4.79,0.991756,0.00817593
4.8,0.991837,0.0080959
4.81,0.991918,0.00801665
4.82,0.991998,0.00793816
4.83,0.992077,0.00786043
4.84,0.992155,0.00778344
4.85,0.992232,0.0077072
4.86,0.992309,0.00763169
4.87,0.992385,0.00755691
4.88,0.99246,0.00748285
4.89,0.992535,0.00740951
4.9,0.992608,0.00733687
4.91,0.992681,0.00726494
4.92,0.992754,0.0071937
4.93,0.992825,0.00712314
4.94,0.992896,0.00705328
4.95,0.992966,0.00698408
4.96,0.993036,0.00691556
4.97,0.993105,0.00684769
4.98,0.993173,0.00678049
4.99,0.99324,0.00671393
5,0.993307,0.00664802
